taxon_id,scientific_name,rank,source_material_status,wikipedia_status,available_article_urls,botanical_source_urls,record_path
450276,Lotus edulis,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Lotus_edulis | https://pt.wikipedia.org/wiki/Lotus_edulis,,taxa/450276.json
450279,Armeria gaditana,species,taxon_matched_text,article_title_matched,https://pt.wikipedia.org/wiki/Armeria_gaditana,https://www.gbif.org/species/314868980,taxa/450279.json
460893,Globularia vulgaris,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Globularia_vulgaris | https://pt.wikipedia.org/wiki/Globularia_vulgaris,,taxa/460893.json
473303,Frankenia boissieri,species,taxon_matched_text,article_title_matched,https://pt.wikipedia.org/wiki/Frankenia_boissieri,https://www.gbif.org/species/314868948,taxa/473303.json
485472,Plagiomnium affine,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Plagiomnium_affine,,taxa/485472.json
485744,Blackstonia imperfoliata,species,taxon_matched_text,article_title_matched,https://pt.wikipedia.org/wiki/Blackstonia_imperfoliata,,taxa/485744.json
494175,Trifolium squarrosum,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Trifolium_squarrosum | https://pt.wikipedia.org/wiki/Trifolium_squarrosum,,taxa/494175.json
497853,Rubus henriquesii,species,taxon_matched_text,article_title_matched,https://pt.wikipedia.org/wiki/Rubus_henriquesii,,taxa/497853.json
514247,Succowia balearica,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Succowia | https://pt.wikipedia.org/wiki/Succowia | https://pt.wikipedia.org/wiki/Succowia_balearica,https://www.gbif.org/species/314868707,taxa/514247.json
560863,Trisetaria ovata,species,taxon_matched_text,article_title_matched,https://pt.wikipedia.org/wiki/Trisetaria_ovata,,taxa/560863.json
570908,Carex helodes,species,taxon_matched_text,article_title_matched,https://pt.wikipedia.org/wiki/Carex_helodes,https://www.gbif.org/species/314868429,taxa/570908.json
593184,Riccia macrocarpa,species,taxonomy_only,taxonomy_only,,,taxa/593184.json
605635,Genista berberidea,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Genista_berberidea | https://pt.wikipedia.org/wiki/Genista_berberidea,https://www.gbif.org/species/314868793,taxa/605635.json
738760,Veronica salicifolia,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Veronica_salicifolia,,taxa/738760.json
775626,Armeria pinifolia,species,taxon_matched_text,article_title_matched,https://pt.wikipedia.org/wiki/Armeria_pinifolia,https://www.gbif.org/species/314868977,taxa/775626.json
803978,Phelipanche schultzii,species,taxonomy_only,taxonomy_only,,,taxa/803978.json
820727,Micropus supinus,species,taxon_matched_text,article_title_matched,https://pt.wikipedia.org/wiki/Micropus_supinus,https://www.gbif.org/species/314868921,taxa/820727.json
869991,Lobivia silvestrii,species,text_needs_scope_review,articles_need_scope_review,https://en.wikipedia.org/wiki/Echinopsis_chamaecereus,,taxa/869991.json
884151,Scapania gracilis,species,taxonomy_only,taxonomy_only,,,taxa/884151.json
927983,Streptocarpus ionanthus,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Streptocarpus_ionanthus,,taxa/927983.json
977782,Conopodium marianum,species,taxon_matched_text,article_title_matched,https://pt.wikipedia.org/wiki/Conopodium_marianum,,taxa/977782.json
985726,Thaumatophyllum xanadu,species,text_needs_scope_review,articles_need_scope_review,https://en.wikipedia.org/wiki/Philodendron_xanadu,,taxa/985726.json
1004655,Luffa aegyptiaca,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Luffa_aegyptiaca | https://pt.wikipedia.org/wiki/Bucha_(planta),,taxa/1004655.json
1006669,Ptychostomum imbricatulum,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Ptychostomum_imbricatulum,,taxa/1006669.json
1038616,× Graptosedum,genushybrid,taxonomy_only,taxonomy_only,,,taxa/1038616.json
1122377,Ptychostomum torquescens,species,taxonomy_only,taxonomy_only,,,taxa/1122377.json
1149084,Salicornia pruinosa,species,taxonomy_only,taxonomy_only,,,taxa/1149084.json
1319212,Cotoneaster franchetii,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Cotoneaster_franchetii,,taxa/1319212.json
1497765,Mesembryanthemum × vascosilvae,hybrid,taxonomy_only,taxonomy_only,,,taxa/1497765.json
1540163,Odontarrhena serpyllifolia,species,text_needs_scope_review,articles_need_scope_review,https://en.wikipedia.org/wiki/Alyssum_serpyllifolium | https://pt.wikipedia.org/wiki/Alyssum_serpyllifolium,,taxa/1540163.json
1550881,Rubus vahlii,species,taxonomy_only,taxonomy_only,,,taxa/1550881.json
55822,Salix viminalis,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Salix_viminalis | https://pt.wikipedia.org/wiki/Salix_viminalis,,taxa/55822.json
58207,Eucalyptus polyanthemos,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Eucalyptus_polyanthemos,,taxa/58207.json
58460,Satureja hortensis,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Summer_savory | https://pt.wikipedia.org/wiki/Satureja_hortensis,,taxa/58460.json
59317,Anacamptis laxiflora,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Anacamptis_laxiflora,https://www.gbif.org/species/314868401,taxa/59317.json
60284,Elymus repens,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Elymus_repens | https://pt.wikipedia.org/wiki/Elymus_repens,,taxa/60284.json
62741,Rudbeckia hirta,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Rudbeckia_hirta,,taxa/62741.json
75386,Alternanthera philoxeroides,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Alternanthera_philoxeroides,,taxa/75386.json
76261,Chamelaucium uncinatum,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Chamelaucium_uncinatum,,taxa/76261.json
76648,Dianthus plumarius,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Dianthus_plumarius,,taxa/76648.json
76748,Dysphania botrys,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Dysphania_botrys | https://pt.wikipedia.org/wiki/Chenopodium_botrys,,taxa/76748.json
77225,Gastridium phleoides,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Gastridium | https://pt.wikipedia.org/wiki/Gastridium | https://pt.wikipedia.org/wiki/Gastridium_phleoides,,taxa/77225.json
77493,Ipheion uniflorum,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Ipheion_uniflorum,,taxa/77493.json
78337,Panicum capillare,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Panicum_capillare | https://pt.wikipedia.org/wiki/Panicum_capillare,,taxa/78337.json
78923,Sagina saginoides,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Sagina_saginoides | https://pt.wikipedia.org/wiki/Sagina_saginoides,https://www.gbif.org/species/314868986,taxa/78923.json
79044,Senecio elegans,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Senecio_elegans | https://pt.wikipedia.org/wiki/Senecio_elegans,,taxa/79044.json
79143,Solanum sisymbriifolium,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Solanum_sisymbriifolium,,taxa/79143.json
79472,Vachellia farnesiana,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Vachellia_farnesiana | https://pt.wikipedia.org/wiki/Vachellia_farnesiana,,taxa/79472.json
79492,Verbena pulchella,species,text_needs_scope_review,articles_need_scope_review,https://en.wikipedia.org/wiki/Verbena_tenera,,taxa/79492.json
84092,Spinacia oleracea,species,text_needs_scope_review,articles_need_scope_review,https://en.wikipedia.org/wiki/Spinach | https://pt.wikipedia.org/wiki/Espinafre,,taxa/84092.json
120255,Crassula muscosa,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Crassula_muscosa,,taxa/120255.json
122358,Telopea speciosissima,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Telopea_speciosissima,,taxa/122358.json
125849,Quercus pubescens,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Quercus_pubescens,,taxa/125849.json
131304,Champia parvula,species,taxonomy_only,taxonomy_only,,,taxa/131304.json
154852,Pachira aquatica,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Pachira_aquatica | https://pt.wikipedia.org/wiki/Pachira_aquatica,,taxa/154852.json
160363,Cestrum fasciculatum,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Cestrum_fasciculatum,,taxa/160363.json
160739,Clerodendrum bungei,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Clerodendrum_bungei,,taxa/160739.json
164501,Leontodon hispidus,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Leontodon_hispidus | https://pt.wikipedia.org/wiki/Leontodon_hispidus,,taxa/164501.json
165216,Melaleuca linariifolia,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Melaleuca_linariifolia,,taxa/165216.json
165747,Nowellia curvifolia,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Nowellia_curvifolia,,taxa/165747.json
167316,Portulaca umbraticola,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Portulaca_umbraticola,,taxa/167316.json
167829,Rhus typhina,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Rhus_typhina,,taxa/167829.json
168380,Salvia greggii,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Salvia_greggii,,taxa/168380.json
169878,Tradescantia spathacea,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Tradescantia_spathacea | https://pt.wikipedia.org/wiki/Tradescantia_spathacea,,taxa/169878.json
200891,Oedogonium,genus,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Oedogonium,,taxa/200891.json
209304,Catananche caerulea,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Catananche_caerulea | https://pt.wikipedia.org/wiki/Catananche_caerulea,https://www.gbif.org/species/314868899,taxa/209304.json
284556,Oreopanax capitatus,species,taxon_matched_text,article_title_matched,https://pt.wikipedia.org/wiki/Oreopanax_capitatus,,taxa/284556.json
327564,Ulva flexuosa,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Ulva_flexuosa,,taxa/327564.json
338471,Trifolium suffocatum,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Trifolium_suffocatum | https://pt.wikipedia.org/wiki/Trifolium_suffocatum,,taxa/338471.json
342410,Festuca jubata,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Festuca_jubata | https://pt.wikipedia.org/wiki/Festuca_jubata,,taxa/342410.json
342996,Isoetes azorica,species,taxon_matched_text,article_title_matched,https://pt.wikipedia.org/wiki/Isoetes_azorica,,taxa/342996.json
371841,Trifolium bocconei,species,taxon_matched_text,article_title_matched,https://pt.wikipedia.org/wiki/Trifolium_bocconei,,taxa/371841.json
410339,Elaeagnus reflexa,species,text_needs_scope_review,articles_need_scope_review,https://en.wikipedia.org/wiki/Elaeagnus_%C3%97_reflexa,,taxa/410339.json
415109,Codium decorticatum,species,taxonomy_only,taxonomy_only,,,taxa/415109.json
416548,Epimedium pinnatum,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Epimedium_pinnatum,,taxa/416548.json
460855,Cistus × obtusifolius,hybrid,taxonomy_only,taxonomy_only,,,taxa/460855.json
485467,Breutelia chrysocoma,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Breutelia_chrysocoma,,taxa/485467.json
513833,Orobanche clausonis,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Orobanche_clausonis | https://pt.wikipedia.org/wiki/Orobanche_clausonis,,taxa/513833.json
520178,Helianthemum ledifolium,species,taxon_matched_text,article_title_matched,https://pt.wikipedia.org/wiki/Helianthemum_ledifolium,,taxa/520178.json
520841,Isoetes delilei,species,taxonomy_only,taxonomy_only,,,taxa/520841.json
522158,Sphenopus divaricatus,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Sphenopus_divaricatus | https://pt.wikipedia.org/wiki/Sphenopus_divaricatus,,taxa/522158.json
523879,Bartramia aprica,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Bartramia_aprica,,taxa/523879.json
592834,Radula lindenbergiana,species,taxonomy_only,taxonomy_only,,,taxa/592834.json
704321,Plocamium suhrii,species,taxonomy_only,taxonomy_only,,,taxa/704321.json
704519,Blechnum chilense,species,text_needs_scope_review,articles_need_scope_review,https://en.wikipedia.org/wiki/Parablechnum_cordatum,,taxa/704519.json
771790,Clivia × cyrtanthiflora,hybrid,taxonomy_only,taxonomy_only,,,taxa/771790.json
773021,Sporobolus alopecuroides,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Sporobolus_alopecuroides,,taxa/773021.json
829210,Trichocereus macrogonus,species,text_needs_scope_review,articles_need_scope_review,https://en.wikipedia.org/wiki/Echinopsis_macrogona,,taxa/829210.json
859228,Scrophularia lowei,species,taxon_matched_text,article_title_matched,https://pt.wikipedia.org/wiki/Scrophularia_lowei,,taxa/859228.json
976082,Centaurium portense,species,taxonomy_only,taxonomy_only,,,taxa/976082.json
982184,Airopsis tenella,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Airopsis | https://pt.wikipedia.org/wiki/Airopsis | https://pt.wikipedia.org/wiki/Airopsis_tenella,,taxa/982184.json
1007820,Nepeta multibracteata,species,taxon_matched_text,article_title_matched,https://pt.wikipedia.org/wiki/Nepeta_multibracteata,,taxa/1007820.json
1070955,Cryptonemia seminervis,species,taxonomy_only,taxonomy_only,,,taxa/1070955.json
1077363,Gomphocarpus fruticosus × physocarpus,hybrid,taxonomy_only,taxonomy_only,,,taxa/1077363.json
1130914,Bazzania azorica,species,taxonomy_only,taxonomy_only,,,taxa/1130914.json
1187218,Metacallophyllis laciniata,species,taxonomy_only,taxonomy_only,,,taxa/1187218.json
1351428,Heteroscyphus denticulatus,species,taxonomy_only,taxonomy_only,,,taxa/1351428.json
1367002,Crataegus germanica,species,text_needs_scope_review,articles_need_scope_review,https://en.wikipedia.org/wiki/Mespilus_germanica | https://pt.wikipedia.org/wiki/Mespilus_germanica,,taxa/1367002.json
1443695,Staphisagria macrosperma,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Staphisagria_macrosperma | https://pt.wikipedia.org/wiki/Delphinium_staphisagria,,taxa/1443695.json
1477514,Parapholis cylindrica,species,text_needs_scope_review,articles_need_scope_review,https://en.wikipedia.org/wiki/Hainardia,,taxa/1477514.json
1534906,Lysimachia arvensis × loeflingii,hybrid,taxonomy_only,taxonomy_only,,,taxa/1534906.json
1549848,Molineriella laevis,species,taxon_matched_text,article_title_matched,https://pt.wikipedia.org/wiki/Molineriella_laevis,,taxa/1549848.json
1569900,Oceaniopteris gibba,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Oceaniopteris_gibba,,taxa/1569900.json
1637925,Aquilegia dichroa,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Aquilegia_dichroa,,taxa/1637925.json
47572,Juniperus sabina,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Juniperus_sabina | https://pt.wikipedia.org/wiki/Juniperus_sabina,,taxa/47572.json
49665,Taxodium mucronatum,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Taxodium_mucronatum | https://pt.wikipedia.org/wiki/Taxodium_mucronatum,,taxa/49665.json
52119,Populus deltoides,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Populus_deltoides | https://pt.wikipedia.org/wiki/Populus_deltoides,,taxa/52119.json
52162,Cakile edentula,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Cakile_edentula | https://pt.wikipedia.org/wiki/Cakile_edentula,,taxa/52162.json
54037,Thuja occidentalis,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Thuja_occidentalis | https://pt.wikipedia.org/wiki/Thuja_occidentalis,,taxa/54037.json
54299,Citrus maxima,species,text_needs_scope_review,articles_need_scope_review,https://en.wikipedia.org/wiki/Pomelo | https://pt.wikipedia.org/wiki/Pomelo,,taxa/54299.json
56414,Riccia crystallina,species,taxonomy_only,taxonomy_only,,,taxa/56414.json
57435,Teucrium abutiloides,species,taxon_matched_text,article_title_matched,https://pt.wikipedia.org/wiki/Teucrium_abutiloides,,taxa/57435.json
57867,Spirodela polyrhiza,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Spirodela_polyrhiza | https://pt.wikipedia.org/wiki/Spirodela_polyrhiza,,taxa/57867.json
59769,Axonopus fissifolius,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Axonopus_fissifolius,,taxa/59769.json
62207,Oenothera biennis,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Oenothera_biennis | https://pt.wikipedia.org/wiki/Oenothera_biennis,,taxa/62207.json
62339,Verbascum densiflorum,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Verbascum_densiflorum | https://pt.wikipedia.org/wiki/Verbascum_densiflorum,,taxa/62339.json
67716,Fumaria parviflora,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Fumaria_parviflora | https://pt.wikipedia.org/wiki/Fumaria_parviflora,,taxa/67716.json
67876,Dicranella heteromalla,species,taxon_matched_text,article_title_matched,https://de.wikipedia.org/wiki/Dicranella_heteromalla,,taxa/67876.json
70020,Ludwigia hexapetala,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Ludwigia_hexapetala,,taxa/70020.json
76793,Elodea canadensis,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Elodea_canadensis | https://pt.wikipedia.org/wiki/El%C3%B3dea-comum,,taxa/76793.json
76848,Eragrostis barrelieri,species,taxon_matched_text,article_title_matched,https://pt.wikipedia.org/wiki/Eragrostis_barrelieri,,taxa/76848.json
77987,Melinis repens,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Melinis_repens,,taxa/77987.json
78886,Rosa rubiginosa,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Rosa_rubiginosa | https://pt.wikipedia.org/wiki/Rosa_rubiginosa,https://www.gbif.org/species/314868546,taxa/78886.json
79525,Wolffia arrhiza,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Wolffia_arrhiza | https://pt.wikipedia.org/wiki/Wolffia_arrhiza,https://www.gbif.org/species/314868343,taxa/79525.json
79546,Zannichellia palustris,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Zannichellia_palustris | https://pt.wikipedia.org/wiki/Zannichellia_palustris,,taxa/79546.json
83960,Lophocolea bidentata,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Lophocolea_bidentata,,taxa/83960.json
84993,Aloe perfoliata,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Aloe_perfoliata | https://pt.wikipedia.org/wiki/Aloe_perfoliata,,taxa/84993.json
122555,Hylocomium splendens,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Hylocomium_splendens,,taxa/122555.json
125439,Pilea peperomioides,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Pilea_peperomioides,,taxa/125439.json
126485,Calycanthus floridus,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Calycanthus_floridus,,taxa/126485.json
129327,Passiflora suberosa,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Passiflora_suberosa,,taxa/129327.json
129533,Araucaria cunninghamii,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Araucaria_cunninghamii | https://pt.wikipedia.org/wiki/Araucaria_cunninghamii,,taxa/129533.json
131307,Valonia macrophysa,species,taxonomy_only,taxonomy_only,,,taxa/131307.json
133157,Cistus laurifolius,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Cistus_laurifolius | https://pt.wikipedia.org/wiki/Cistus_laurifolius,,taxa/133157.json
135329,Podocarpus macrophyllus,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Podocarpus_macrophyllus,,taxa/135329.json
135371,Eucalyptus grandis,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Eucalyptus_grandis | https://pt.wikipedia.org/wiki/Eucalyptus_grandis,,taxa/135371.json
136153,Cycas circinalis,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Cycas_circinalis | https://pt.wikipedia.org/wiki/Cycas_circinalis,,taxa/136153.json
136319,Abies alba,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Abies_alba | https://pt.wikipedia.org/wiki/Abies_alba,,taxa/136319.json
153154,Scadoxus puniceus,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Scadoxus_puniceus,,taxa/153154.json
154283,Bismarckia nobilis,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Bismarckia | https://es.wikipedia.org/wiki/Bismarckia_nobilis | https://pt.wikipedia.org/wiki/Bismarckia,,taxa/154283.json
154888,Pachystachys lutea,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Pachystachys_lutea | https://pt.wikipedia.org/wiki/Pachystachys_lutea,,taxa/154888.json
158434,Anthriscus cerefolium,species,text_needs_scope_review,articles_need_scope_review,https://en.wikipedia.org/wiki/Chervil | https://pt.wikipedia.org/wiki/Ceref%C3%B3lio,,taxa/158434.json
159405,Brachythecium rivulare,species,text_needs_scope_review,articles_need_scope_review,https://de.wikipedia.org/wiki/Bach-Kurzb%C3%BCchsenmoos,,taxa/159405.json
162748,Eucalyptus cinerea,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Eucalyptus_cinerea | https://pt.wikipedia.org/wiki/Eucalyptus_cinerea,,taxa/162748.json
163607,Helianthemum salicifolium,species,taxon_matched_text,article_title_matched,https://pt.wikipedia.org/wiki/Helianthemum_salicifolium,,taxa/163607.json
163639,Heliconia bihai,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Heliconia_bihai,,taxa/163639.json
164955,Lycium chinense,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Lycium_chinense | https://pt.wikipedia.org/wiki/Lycium_chinense,,taxa/164955.json
165876,Opuntia cochenillifera,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Opuntia_cochenillifera | https://pt.wikipedia.org/wiki/Opuntia_cochenillifera,,taxa/165876.json
166208,Passiflora ligularis,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Passiflora_ligularis | https://pt.wikipedia.org/wiki/Granadilha,,taxa/166208.json
167075,Plumeria obtusa,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Plumeria_obtusa | https://pt.wikipedia.org/wiki/Plumeria_obtusa,,taxa/167075.json
167517,Psilotum nudum,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Psilotum_nudum,,taxa/167517.json
184342,Calodendrum capense,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Calodendrum_capense,,taxa/184342.json
191917,Eryngium galioides,species,taxon_matched_text,article_title_matched,https://pt.wikipedia.org/wiki/Eryngium_galioides,https://www.gbif.org/species/314868503,taxa/191917.json
208128,Eucalyptus dalrympleana,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Eucalyptus_dalrympleana | https://pt.wikipedia.org/wiki/Eucalyptus_dalrympleana,,taxa/208128.json
245690,Orobanche artemisiae-campestris,species,taxon_matched_text,article_title_matched,https://pt.wikipedia.org/wiki/Orobanche_artemisiae-campestris,,taxa/245690.json
277314,Tradescantia sillamontana,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Tradescantia_sillamontana,,taxa/277314.json
282740,Echeveria agavoides,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Echeveria_agavoides,,taxa/282740.json
320523,Rhododendron arboreum,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Rhododendron_arboreum | https://pt.wikipedia.org/wiki/Rhododendron_arboreum,,taxa/320523.json
333665,Allium chamaemoly,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Allium_chamaemoly,https://www.gbif.org/species/314868385,taxa/333665.json
338394,Iris boissieri,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Iris_boissieri | https://pt.wikipedia.org/wiki/Iris_boissieri,,taxa/338394.json
338413,Thesium pyrenaicum,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Thesium_pyrenaicum | https://pt.wikipedia.org/wiki/Thesium_pyrenaicum,,taxa/338413.json
341990,Moehringia pentandra,species,taxon_matched_text,article_title_matched,https://pt.wikipedia.org/wiki/Moehringia_pentandra,,taxa/341990.json
347959,Allium schmitzii,species,taxon_matched_text,taxonomy_only,,https://www.gbif.org/species/314868381,taxa/347959.json
357948,Micranthes stellaris,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Micranthes_stellaris,,taxa/357948.json
371912,Draba muralis,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Drabella | https://pt.wikipedia.org/wiki/Draba_muralis,,taxa/371912.json
371995,Sternbergia lutea,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Sternbergia_lutea,,taxa/371995.json
372556,Ulva compressa,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Ulva_compressa,,taxa/372556.json
402509,Pilosella officinarum,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Pilosella_officinarum | https://pt.wikipedia.org/wiki/Pilosella_officinarum,,taxa/402509.json
415196,Parietaria lusitanica,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Parietaria_lusitanica | https://pt.wikipedia.org/wiki/Parietaria_lusitanica,,taxa/415196.json
415892,Cistus × purpureus,hybrid,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Cistus_%C3%97_purpureus,,taxa/415892.json
418760,Chaenorhinum serpyllifolium,species,taxon_matched_text,article_title_matched,https://pt.wikipedia.org/wiki/Chaenorhinum_serpyllifolium,,taxa/418760.json
461356,Philonotis rigida,species,taxonomy_only,taxonomy_only,,,taxa/461356.json
464251,Parrotia persica,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Parrotia_persica | https://pt.wikipedia.org/wiki/Parrotia,,taxa/464251.json
469985,Narcissus confusus,species,text_needs_scope_review,articles_need_scope_review,https://es.wikipedia.org/wiki/Narcissus_hispanicus,,taxa/469985.json
484853,Silene mellifera,species,taxon_matched_text,article_title_matched,https://pt.wikipedia.org/wiki/Silene_mellifera,https://www.gbif.org/species/314869007,taxa/484853.json
485606,Fissidens polyphyllus,species,taxonomy_only,taxonomy_only,,,taxa/485606.json
486283,Nitella hyalina,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Nitella_hyalina,,taxa/486283.json
491355,Rosa corymbifera,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Rosa_corymbifera | https://pt.wikipedia.org/wiki/Rosa_corymbifera,,taxa/491355.json
509593,Otospermum glabrum,species,taxon_matched_text,article_title_matched,https://en.wikipedia.org/wiki/Otospermum | https://pt.wikipedia.org/wiki/Otospermum | https://pt.wikipedia.org/wiki/Otospermum_glabrum,,taxa/509593.json
512353,Euphrasia azorica,species,taxon_matched_text,article_title_matched,https://pt.wikipedia.org/wiki/Euphrasia_azorica,,taxa/512353.json
